,image_id,filepath,class_id,is_train,class_name,images_filepath,resized_path
1588,1589,029.American_Crow/American_Crow_0002_25122.jpg,29,1,029.American_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/029.American_Crow/American_Crow_0002_25122.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\029.American_Crow/American_Crow_0002_25122.jpg
1589,1590,029.American_Crow/American_Crow_0109_25123.jpg,29,1,029.American_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/029.American_Crow/American_Crow_0109_25123.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\029.American_Crow/American_Crow_0109_25123.jpg
1590,1591,029.American_Crow/American_Crow_0111_25127.jpg,29,1,029.American_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/029.American_Crow/American_Crow_0111_25127.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\029.American_Crow/American_Crow_0111_25127.jpg
1591,1592,029.American_Crow/American_Crow_0003_25130.jpg,29,1,029.American_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/029.American_Crow/American_Crow_0003_25130.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\029.American_Crow/American_Crow_0003_25130.jpg
1592,1593,029.American_Crow/American_Crow_0021_25137.jpg,29,0,029.American_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/029.American_Crow/American_Crow_0021_25137.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\029.American_Crow/American_Crow_0021_25137.jpg
1593,1594,029.American_Crow/American_Crow_0027_25146.jpg,29,0,029.American_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/029.American_Crow/American_Crow_0027_25146.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\029.American_Crow/American_Crow_0027_25146.jpg
1594,1595,029.American_Crow/American_Crow_0113_25149.jpg,29,1,029.American_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/029.American_Crow/American_Crow_0113_25149.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\029.American_Crow/American_Crow_0113_25149.jpg
1595,1596,029.American_Crow/American_Crow_0011_25151.jpg,29,0,029.American_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/029.American_Crow/American_Crow_0011_25151.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\029.American_Crow/American_Crow_0011_25151.jpg
1596,1597,029.American_Crow/American_Crow_0043_25666.jpg,29,0,029.American_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/029.American_Crow/American_Crow_0043_25666.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\029.American_Crow/American_Crow_0043_25666.jpg
1597,1598,029.American_Crow/American_Crow_0130_25163.jpg,29,1,029.American_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/029.American_Crow/American_Crow_0130_25163.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\029.American_Crow/American_Crow_0130_25163.jpg
1598,1599,029.American_Crow/American_Crow_0093_25694.jpg,29,1,029.American_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/029.American_Crow/American_Crow_0093_25694.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\029.American_Crow/American_Crow_0093_25694.jpg
1599,1600,029.American_Crow/American_Crow_0139_25186.jpg,29,0,029.American_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/029.American_Crow/American_Crow_0139_25186.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\029.American_Crow/American_Crow_0139_25186.jpg
1600,1601,029.American_Crow/American_Crow_0132_25704.jpg,29,1,029.American_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/029.American_Crow/American_Crow_0132_25704.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\029.American_Crow/American_Crow_0132_25704.jpg
1601,1602,029.American_Crow/American_Crow_0131_25706.jpg,29,0,029.American_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/029.American_Crow/American_Crow_0131_25706.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\029.American_Crow/American_Crow_0131_25706.jpg
1602,1603,029.American_Crow/American_Crow_0068_25198.jpg,29,1,029.American_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/029.American_Crow/American_Crow_0068_25198.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\029.American_Crow/American_Crow_0068_25198.jpg
1603,1604,029.American_Crow/American_Crow_0116_25199.jpg,29,1,029.American_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/029.American_Crow/American_Crow_0116_25199.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\029.American_Crow/American_Crow_0116_25199.jpg
1604,1605,029.American_Crow/American_Crow_0122_25200.jpg,29,0,029.American_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/029.American_Crow/American_Crow_0122_25200.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\029.American_Crow/American_Crow_0122_25200.jpg
1605,1606,029.American_Crow/American_Crow_0053_25203.jpg,29,0,029.American_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/029.American_Crow/American_Crow_0053_25203.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\029.American_Crow/American_Crow_0053_25203.jpg
1606,1607,029.American_Crow/American_Crow_0099_25717.jpg,29,0,029.American_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/029.American_Crow/American_Crow_0099_25717.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\029.American_Crow/American_Crow_0099_25717.jpg
1607,1608,029.American_Crow/American_Crow_0134_25206.jpg,29,1,029.American_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/029.American_Crow/American_Crow_0134_25206.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\029.American_Crow/American_Crow_0134_25206.jpg
1608,1609,029.American_Crow/American_Crow_0121_25720.jpg,29,0,029.American_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/029.American_Crow/American_Crow_0121_25720.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\029.American_Crow/American_Crow_0121_25720.jpg
1609,1610,029.American_Crow/American_Crow_0080_25220.jpg,29,0,029.American_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/029.American_Crow/American_Crow_0080_25220.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\029.American_Crow/American_Crow_0080_25220.jpg
1610,1611,029.American_Crow/American_Crow_0137_25221.jpg,29,0,029.American_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/029.American_Crow/American_Crow_0137_25221.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\029.American_Crow/American_Crow_0137_25221.jpg
1611,1612,029.American_Crow/American_Crow_0050_25255.jpg,29,0,029.American_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/029.American_Crow/American_Crow_0050_25255.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\029.American_Crow/American_Crow_0050_25255.jpg
1612,1613,029.American_Crow/American_Crow_0085_25260.jpg,29,0,029.American_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/029.American_Crow/American_Crow_0085_25260.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\029.American_Crow/American_Crow_0085_25260.jpg
1613,1614,029.American_Crow/American_Crow_0105_25283.jpg,29,0,029.American_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/029.American_Crow/American_Crow_0105_25283.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\029.American_Crow/American_Crow_0105_25283.jpg
1614,1615,029.American_Crow/American_Crow_0014_25287.jpg,29,0,029.American_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/029.American_Crow/American_Crow_0014_25287.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\029.American_Crow/American_Crow_0014_25287.jpg
1615,1616,029.American_Crow/American_Crow_0088_25303.jpg,29,0,029.American_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/029.American_Crow/American_Crow_0088_25303.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\029.American_Crow/American_Crow_0088_25303.jpg
1616,1617,029.American_Crow/American_Crow_0012_25305.jpg,29,1,029.American_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/029.American_Crow/American_Crow_0012_25305.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\029.American_Crow/American_Crow_0012_25305.jpg
1617,1618,029.American_Crow/American_Crow_0004_25819.jpg,29,0,029.American_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/029.American_Crow/American_Crow_0004_25819.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\029.American_Crow/American_Crow_0004_25819.jpg
1618,1619,029.American_Crow/American_Crow_0036_25313.jpg,29,1,029.American_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/029.American_Crow/American_Crow_0036_25313.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\029.American_Crow/American_Crow_0036_25313.jpg
1619,1620,029.American_Crow/American_Crow_0081_25837.jpg,29,1,029.American_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/029.American_Crow/American_Crow_0081_25837.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\029.American_Crow/American_Crow_0081_25837.jpg
1620,1621,029.American_Crow/American_Crow_0074_25350.jpg,29,1,029.American_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/029.American_Crow/American_Crow_0074_25350.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\029.American_Crow/American_Crow_0074_25350.jpg
1621,1622,029.American_Crow/American_Crow_0107_25353.jpg,29,1,029.American_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/029.American_Crow/American_Crow_0107_25353.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\029.American_Crow/American_Crow_0107_25353.jpg
1622,1623,029.American_Crow/American_Crow_0124_25356.jpg,29,1,029.American_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/029.American_Crow/American_Crow_0124_25356.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\029.American_Crow/American_Crow_0124_25356.jpg
1623,1624,029.American_Crow/American_Crow_0047_25397.jpg,29,1,029.American_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/029.American_Crow/American_Crow_0047_25397.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\029.American_Crow/American_Crow_0047_25397.jpg
1624,1625,029.American_Crow/American_Crow_0127_25412.jpg,29,0,029.American_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/029.American_Crow/American_Crow_0127_25412.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\029.American_Crow/American_Crow_0127_25412.jpg
1625,1626,029.American_Crow/American_Crow_0066_25827.jpg,29,0,029.American_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/029.American_Crow/American_Crow_0066_25827.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\029.American_Crow/American_Crow_0066_25827.jpg
1626,1627,029.American_Crow/American_Crow_0031_25433.jpg,29,0,029.American_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/029.American_Crow/American_Crow_0031_25433.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\029.American_Crow/American_Crow_0031_25433.jpg
1627,1628,029.American_Crow/American_Crow_0067_25443.jpg,29,0,029.American_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/029.American_Crow/American_Crow_0067_25443.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\029.American_Crow/American_Crow_0067_25443.jpg
1628,1629,029.American_Crow/American_Crow_0079_25463.jpg,29,0,029.American_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/029.American_Crow/American_Crow_0079_25463.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\029.American_Crow/American_Crow_0079_25463.jpg
1629,1630,029.American_Crow/American_Crow_0051_25505.jpg,29,0,029.American_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/029.American_Crow/American_Crow_0051_25505.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\029.American_Crow/American_Crow_0051_25505.jpg
1630,1631,029.American_Crow/American_Crow_0069_25506.jpg,29,0,029.American_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/029.American_Crow/American_Crow_0069_25506.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\029.American_Crow/American_Crow_0069_25506.jpg
1631,1632,029.American_Crow/American_Crow_0025_25522.jpg,29,1,029.American_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/029.American_Crow/American_Crow_0025_25522.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\029.American_Crow/American_Crow_0025_25522.jpg
1632,1633,029.American_Crow/American_Crow_0110_25541.jpg,29,0,029.American_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/029.American_Crow/American_Crow_0110_25541.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\029.American_Crow/American_Crow_0110_25541.jpg
1633,1634,029.American_Crow/American_Crow_0001_25053.jpg,29,0,029.American_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/029.American_Crow/American_Crow_0001_25053.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\029.American_Crow/American_Crow_0001_25053.jpg
1634,1635,029.American_Crow/American_Crow_0039_25061.jpg,29,1,029.American_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/029.American_Crow/American_Crow_0039_25061.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\029.American_Crow/American_Crow_0039_25061.jpg
1635,1636,029.American_Crow/American_Crow_0048_25062.jpg,29,0,029.American_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/029.American_Crow/American_Crow_0048_25062.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\029.American_Crow/American_Crow_0048_25062.jpg
1636,1637,029.American_Crow/American_Crow_0094_25576.jpg,29,1,029.American_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/029.American_Crow/American_Crow_0094_25576.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\029.American_Crow/American_Crow_0094_25576.jpg
1637,1638,029.American_Crow/American_Crow_0102_25066.jpg,29,1,029.American_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/029.American_Crow/American_Crow_0102_25066.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\029.American_Crow/American_Crow_0102_25066.jpg
1638,1639,029.American_Crow/American_Crow_0062_25587.jpg,29,1,029.American_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/029.American_Crow/American_Crow_0062_25587.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\029.American_Crow/American_Crow_0062_25587.jpg
1639,1640,029.American_Crow/American_Crow_0104_25086.jpg,29,0,029.American_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/029.American_Crow/American_Crow_0104_25086.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\029.American_Crow/American_Crow_0104_25086.jpg
1640,1641,029.American_Crow/American_Crow_0059_25599.jpg,29,1,029.American_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/029.American_Crow/American_Crow_0059_25599.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\029.American_Crow/American_Crow_0059_25599.jpg
1641,1642,030.Fish_Crow/Fish_Crow_0068_25859.jpg,30,1,030.Fish_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0068_25859.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\030.Fish_Crow/Fish_Crow_0068_25859.jpg
1642,1643,030.Fish_Crow/Fish_Crow_0080_25861.jpg,30,0,030.Fish_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0080_25861.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\030.Fish_Crow/Fish_Crow_0080_25861.jpg
1643,1644,030.Fish_Crow/Fish_Crow_0059_25864.jpg,30,0,030.Fish_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0059_25864.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\030.Fish_Crow/Fish_Crow_0059_25864.jpg
1644,1645,030.Fish_Crow/Fish_Crow_0011_25866.jpg,30,1,030.Fish_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0011_25866.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\030.Fish_Crow/Fish_Crow_0011_25866.jpg
1645,1646,030.Fish_Crow/Fish_Crow_0067_26124.jpg,30,0,030.Fish_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0067_26124.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\030.Fish_Crow/Fish_Crow_0067_26124.jpg
1646,1647,030.Fish_Crow/Fish_Crow_0017_26127.jpg,30,1,030.Fish_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0017_26127.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\030.Fish_Crow/Fish_Crow_0017_26127.jpg
1647,1648,030.Fish_Crow/Fish_Crow_0018_25879.jpg,30,0,030.Fish_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0018_25879.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\030.Fish_Crow/Fish_Crow_0018_25879.jpg
1648,1649,030.Fish_Crow/Fish_Crow_0041_25887.jpg,30,0,030.Fish_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0041_25887.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\030.Fish_Crow/Fish_Crow_0041_25887.jpg
1649,1650,030.Fish_Crow/Fish_Crow_0078_26144.jpg,30,1,030.Fish_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0078_26144.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\030.Fish_Crow/Fish_Crow_0078_26144.jpg
1650,1651,030.Fish_Crow/Fish_Crow_0034_25891.jpg,30,0,030.Fish_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0034_25891.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\030.Fish_Crow/Fish_Crow_0034_25891.jpg
1651,1652,030.Fish_Crow/Fish_Crow_0042_26148.jpg,30,0,030.Fish_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0042_26148.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\030.Fish_Crow/Fish_Crow_0042_26148.jpg
1652,1653,030.Fish_Crow/Fish_Crow_0025_25893.jpg,30,1,030.Fish_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0025_25893.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\030.Fish_Crow/Fish_Crow_0025_25893.jpg
1653,1654,030.Fish_Crow/Fish_Crow_0081_25908.jpg,30,1,030.Fish_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0081_25908.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\030.Fish_Crow/Fish_Crow_0081_25908.jpg
1654,1655,030.Fish_Crow/Fish_Crow_0031_25909.jpg,30,0,030.Fish_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0031_25909.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\030.Fish_Crow/Fish_Crow_0031_25909.jpg
1655,1656,030.Fish_Crow/Fish_Crow_0036_25911.jpg,30,0,030.Fish_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0036_25911.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\030.Fish_Crow/Fish_Crow_0036_25911.jpg
1656,1657,030.Fish_Crow/Fish_Crow_0005_25912.jpg,30,1,030.Fish_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0005_25912.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\030.Fish_Crow/Fish_Crow_0005_25912.jpg
1657,1658,030.Fish_Crow/Fish_Crow_0033_25915.jpg,30,1,030.Fish_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0033_25915.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\030.Fish_Crow/Fish_Crow_0033_25915.jpg
1658,1659,030.Fish_Crow/Fish_Crow_0085_25919.jpg,30,0,030.Fish_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0085_25919.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\030.Fish_Crow/Fish_Crow_0085_25919.jpg
1659,1660,030.Fish_Crow/Fish_Crow_0071_25155.jpg,30,0,030.Fish_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0071_25155.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\030.Fish_Crow/Fish_Crow_0071_25155.jpg
1660,1661,030.Fish_Crow/Fish_Crow_0040_25158.jpg,30,0,030.Fish_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0040_25158.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\030.Fish_Crow/Fish_Crow_0040_25158.jpg
1661,1662,030.Fish_Crow/Fish_Crow_0051_25934.jpg,30,0,030.Fish_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0051_25934.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\030.Fish_Crow/Fish_Crow_0051_25934.jpg
1662,1663,030.Fish_Crow/Fish_Crow_0004_25936.jpg,30,1,030.Fish_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0004_25936.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\030.Fish_Crow/Fish_Crow_0004_25936.jpg
1663,1664,030.Fish_Crow/Fish_Crow_0013_25939.jpg,30,0,030.Fish_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0013_25939.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\030.Fish_Crow/Fish_Crow_0013_25939.jpg
1664,1665,030.Fish_Crow/Fish_Crow_0065_25942.jpg,30,0,030.Fish_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0065_25942.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\030.Fish_Crow/Fish_Crow_0065_25942.jpg
1665,1666,030.Fish_Crow/Fish_Crow_0072_25945.jpg,30,0,030.Fish_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0072_25945.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\030.Fish_Crow/Fish_Crow_0072_25945.jpg
1666,1667,030.Fish_Crow/Fish_Crow_0012_25946.jpg,30,0,030.Fish_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0012_25946.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\030.Fish_Crow/Fish_Crow_0012_25946.jpg
1667,1668,030.Fish_Crow/Fish_Crow_0083_25949.jpg,30,1,030.Fish_Crow,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011/images/030.Fish_Crow/Fish_Crow_0083_25949.jpg,C:\Users\Baron\Documents\Grad_School\EE_258\project\CUB_200_2011\images_p\030.Fish_Crow/Fish_Crow_0083_25949.jpg
